data_name,data_link,data_source,data_source_link,data_description,dataset_date_sourced,data_file
"Africa Climate Data
Updated August 7, 2024 | Created August 7, 2024
OpenUp",https://open.africa/dataset/africa-climate-data,OpenUp,https://open.africa/organization/openup?sort=metadata_modified+desc,This dataset has no description,"Updated August 7, 2024 | Created August 7, 2024",https://open.africa/dataset/africa-climate-data
"Borno Local Government Administrative Boundaries
Updated September 6, 2019 | Created September 6, 2019
GRID 3 Nigeria",https://open.africa/dataset/borno-local-government-administrative-boundaries,GRID 3 Nigeria,https://open.africa/organization/grid-3-nigeria?sort=metadata_modified+desc,"Administrative Boundaries define the spatial extent level of legislative jurisdictions and regulatory, electoral, statistical and maritime geographic areas","Updated September 6, 2019 | Created September 6, 2019",https://open.africa/dataset/borno-local-government-administrative-boundaries
"Gombe State Administrative Boundaries
Updated September 6, 2019 | Created September 6, 2019
GRID 3 Nigeria",https://open.africa/dataset/gombe-state-administrative-boundaries,GRID 3 Nigeria,https://open.africa/organization/grid-3-nigeria?sort=metadata_modified+desc,"Administrative Boundaries define the spatial extent level of legislative jurisdictions and regulatory, electoral, statistical and maritime geographic areas","Updated September 6, 2019 | Created September 6, 2019",https://open.africa/dataset/gombe-state-administrative-boundaries
"Enugu Hamlets
Updated September 6, 2019 | Created September 6, 2019
GRID 3 Nigeria",https://open.africa/dataset/enugu-hamlets,GRID 3 Nigeria,https://open.africa/organization/grid-3-nigeria?sort=metadata_modified+desc,"Populated place − place or area with clustered or scattered buildings and a permanent human population (city, settlement, town, village) and by definition has no legal boundaries","Updated September 6, 2019 | Created September 6, 2019",https://open.africa/dataset/enugu-hamlets
"Cross River Operational Ward Boundaries
Updated September 6, 2019 | Created September 6, 2019
GRID 3 Nigeria",https://open.africa/dataset/cross-river-operational-ward-boundaries,GRID 3 Nigeria,https://open.africa/organization/grid-3-nigeria?sort=metadata_modified+desc,"Administrative Boundaries define the spatial extent level of legislative jurisdictions and regulatory, electoral, statistical and maritime geographic areas","Updated September 6, 2019 | Created September 6, 2019",https://open.africa/dataset/cross-river-operational-ward-boundaries
"Fct, Abuja Hamlets
Updated September 6, 2019 | Created September 6, 2019
GRID 3 Nigeria",https://open.africa/dataset/fct-abuja-hamlets,GRID 3 Nigeria,https://open.africa/organization/grid-3-nigeria?sort=metadata_modified+desc,"Populated place − place or area with clustered or scattered buildings and a permanent human population (city, settlement, town, village) and by definition has no legal boundaries","Updated September 6, 2019 | Created September 6, 2019",https://open.africa/dataset/fct-abuja-hamlets
"Sokoto Private Schools
Updated September 6, 2019 | Created September 6, 2019
GRID 3 Nigeria",https://open.africa/dataset/sokoto-private-schools,GRID 3 Nigeria,https://open.africa/organization/grid-3-nigeria?sort=metadata_modified+desc,Designated institution to provide learning spaces and learning environments for the teaching of students,"Updated September 6, 2019 | Created September 6, 2019",https://open.africa/dataset/sokoto-private-schools
"Gombe LGA Population and Uncertainty Estimates
Updated September 6, 2019 | Created September 6, 2019
GRID 3 Nigeria",https://open.africa/dataset/gombe-lga-population-and-uncertainty-estimates,GRID 3 Nigeria,https://open.africa/organization/grid-3-nigeria?sort=metadata_modified+desc,Estimate population figures at state administrative level and different age groups,"Updated September 6, 2019 | Created September 6, 2019",https://open.africa/dataset/gombe-lga-population-and-uncertainty-estimates
"Ogun Religious Schools
Updated September 6, 2019 | Created September 6, 2019
GRID 3 Nigeria",https://open.africa/dataset/ogun-religious-schools,GRID 3 Nigeria,https://open.africa/organization/grid-3-nigeria?sort=metadata_modified+desc,Designated institution to provide learning spaces and learning environments for the teaching of students,"Updated September 6, 2019 | Created September 6, 2019",https://open.africa/dataset/ogun-religious-schools
"Plateau IDP Sites
Updated September 6, 2019 | Created September 6, 2019
GRID 3 Nigeria",https://open.africa/dataset/plateau-idp-sites,GRID 3 Nigeria,https://open.africa/organization/grid-3-nigeria?sort=metadata_modified+desc,"Populated place − place or area with clustered or scattered buildings and a permanent human population (city, settlement, town, village) and by definition has no legal boundaries","Updated September 6, 2019 | Created September 6, 2019",https://open.africa/dataset/plateau-idp-sites
"Ebonyi State Population and Uncertainty Estimates
Updated September 6, 2019 | Created September 6, 2019
GRID 3 Nigeria",https://open.africa/dataset/ebonyi-state-population-and-uncertainty-estimates,GRID 3 Nigeria,https://open.africa/organization/grid-3-nigeria?sort=metadata_modified+desc,Estimate population figures at state administrative level and different age groups,"Updated September 6, 2019 | Created September 6, 2019",https://open.africa/dataset/ebonyi-state-population-and-uncertainty-estimates
"Ondo Operational Ward Boundaries
Updated September 6, 2019 | Created September 6, 2019
GRID 3 Nigeria",https://open.africa/dataset/ondo-operational-ward-boundaries,GRID 3 Nigeria,https://open.africa/organization/grid-3-nigeria?sort=metadata_modified+desc,"Administrative Boundaries define the spatial extent level of legislative jurisdictions and regulatory, electoral, statistical and maritime geographic areas","Updated September 6, 2019 | Created September 6, 2019",https://open.africa/dataset/ondo-operational-ward-boundaries
"Cross River Secondary Schools
Updated September 6, 2019 | Created September 6, 2019
GRID 3 Nigeria",https://open.africa/dataset/cross-river-secondary-schools,GRID 3 Nigeria,https://open.africa/organization/grid-3-nigeria?sort=metadata_modified+desc,Designated institution to provide learning spaces and learning environments for the teaching of students,"Updated September 6, 2019 | Created September 6, 2019",https://open.africa/dataset/cross-river-secondary-schools
"Nasarawa State Population and Uncertainty Estimates
Updated September 6, 2019 | Created September 6, 2019
GRID 3 Nigeria",https://open.africa/dataset/nasarawa-state-population-and-uncertainty-estimates,GRID 3 Nigeria,https://open.africa/organization/grid-3-nigeria?sort=metadata_modified+desc,Estimate population figures at state administrative level and different age groups,"Updated September 6, 2019 | Created September 6, 2019",https://open.africa/dataset/nasarawa-state-population-and-uncertainty-estimates
"Ogun IDP Sites
Updated September 6, 2019 | Created September 6, 2019
GRID 3 Nigeria",https://open.africa/dataset/ogun-idp-sites,GRID 3 Nigeria,https://open.africa/organization/grid-3-nigeria?sort=metadata_modified+desc,"Populated place − place or area with clustered or scattered buildings and a permanent human population (city, settlement, town, village) and by definition has no legal boundaries","Updated September 6, 2019 | Created September 6, 2019",https://open.africa/dataset/ogun-idp-sites
"Gombe Prisons
Updated September 6, 2019 | Created September 6, 2019
GRID 3 Nigeria",https://open.africa/dataset/gombe-prisons,GRID 3 Nigeria,https://open.africa/organization/grid-3-nigeria?sort=metadata_modified+desc,"Established system and institutions of governments directed at upholding social control, deterring and mitigating crime, or sanctioning those who violate laws with criminal...","Updated September 6, 2019 | Created September 6, 2019",https://open.africa/dataset/gombe-prisons
"Rivers Pharmaceutical Facilities
Updated September 6, 2019 | Created September 6, 2019
GRID 3 Nigeria",https://open.africa/dataset/rivers-pharmaceutical-facilities,GRID 3 Nigeria,https://open.africa/organization/grid-3-nigeria?sort=metadata_modified+desc,"Entities that provide medical and/or healthcare services and/or engage in the use generally of natural and/or artificial materials to create or dispense drugs; hospitals,...","Updated September 6, 2019 | Created September 6, 2019",https://open.africa/dataset/rivers-pharmaceutical-facilities
"Jigawa Health Care Facilities (Primary, Secondary and Tertiary)
Updated September 6, 2019 | Created September 6, 2019
GRID 3 Nigeria",https://open.africa/dataset/jigawa-health-care-facilities-primary-secondary-and-tertiary,GRID 3 Nigeria,https://open.africa/organization/grid-3-nigeria?sort=metadata_modified+desc,"Entities that provide medical and/or healthcare services and/or engage in the use generally of natural and/or artificial materials to create or dispense drugs; hospitals,...","Updated September 6, 2019 | Created September 6, 2019",https://open.africa/dataset/jigawa-health-care-facilities-primary-secondary-and-tertiary
"Imo Laboratories
Updated September 6, 2019 | Created September 6, 2019
GRID 3 Nigeria",https://open.africa/dataset/imo-laboratories,GRID 3 Nigeria,https://open.africa/organization/grid-3-nigeria?sort=metadata_modified+desc,"Entities that provide medical and/or healthcare services and/or engage in the use generally of natural and/or artificial materials to create or dispense drugs; hospitals,...","Updated September 6, 2019 | Created September 6, 2019",https://open.africa/dataset/imo-laboratories
"Lagos State Population and Uncertainty Estimates
Updated September 6, 2019 | Created September 6, 2019
GRID 3 Nigeria",https://open.africa/dataset/lagos-state-population-and-uncertainty-estimates,GRID 3 Nigeria,https://open.africa/organization/grid-3-nigeria?sort=metadata_modified+desc,Estimate population figures at state administrative level and different age groups,"Updated September 6, 2019 | Created September 6, 2019",https://open.africa/dataset/lagos-state-population-and-uncertainty-estimates
"Kano LGA Population and Uncertainty Estimates
Updated September 6, 2019 | Created September 6, 2019
GRID 3 Nigeria",https://open.africa/dataset/kano-lga-population-and-uncertainty-estimates,GRID 3 Nigeria,https://open.africa/organization/grid-3-nigeria?sort=metadata_modified+desc,Estimate population figures at local government administrative level and different age groups,"Updated September 6, 2019 | Created September 6, 2019",https://open.africa/dataset/kano-lga-population-and-uncertainty-estimates
"Osun Public Water Points
Updated September 6, 2019 | Created September 6, 2019
GRID 3 Nigeria",https://open.africa/dataset/osun-public-water-points,GRID 3 Nigeria,https://open.africa/organization/grid-3-nigeria?sort=metadata_modified+desc,"Basic facilities, services, and installations needed for the functioning of a community or society, such as transportation and communications systems, water and power lines, and...","Updated September 6, 2019 | Created September 6, 2019",https://open.africa/dataset/osun-public-water-points
"Benue State Population and Uncertainty Estimates
Updated September 6, 2019 | Created September 6, 2019
GRID 3 Nigeria",https://open.africa/dataset/benue-state-population-and-uncertainty-estimates,GRID 3 Nigeria,https://open.africa/organization/grid-3-nigeria?sort=metadata_modified+desc,Estimate population figures at state administrative level and different age groups,"Updated September 6, 2019 | Created September 6, 2019",https://open.africa/dataset/benue-state-population-and-uncertainty-estimates
"Edo Farmlands
Updated September 6, 2019 | Created September 6, 2019
GRID 3 Nigeria",https://open.africa/dataset/edo-farmlands,GRID 3 Nigeria,https://open.africa/organization/grid-3-nigeria?sort=metadata_modified+desc,"Crop production process; including handling of residues from previous crops; primary and secondary tillage of the soil; fertilizer distribution and application; seeding,...","Updated September 6, 2019 | Created September 6, 2019",https://open.africa/dataset/edo-farmlands
"Kogi Health Care Facilities (Primary, Secondary and Tertiary)
Updated September 6, 2019 | Created September 6, 2019
GRID 3 Nigeria",https://open.africa/dataset/kogi-health-care-facilities-primary-secondary-and-tertiary,GRID 3 Nigeria,https://open.africa/organization/grid-3-nigeria?sort=metadata_modified+desc,"Entities that provide medical and/or healthcare services and/or engage in the use generally of natural and/or artificial materials to create or dispense drugs; hospitals,...","Updated September 6, 2019 | Created September 6, 2019",https://open.africa/dataset/kogi-health-care-facilities-primary-secondary-and-tertiary
"Bauchi Farmlands
Updated September 6, 2019 | Created September 6, 2019
GRID 3 Nigeria",https://open.africa/dataset/bauchi-farmlands,GRID 3 Nigeria,https://open.africa/organization/grid-3-nigeria?sort=metadata_modified+desc,"Crop production process; including handling of residues from previous crops; primary and secondary tillage of the soil; fertilizer distribution and application; seeding,...","Updated September 6, 2019 | Created September 6, 2019",https://open.africa/dataset/bauchi-farmlands
"Sokoto Tertiary Schools
Updated September 6, 2019 | Created September 6, 2019
GRID 3 Nigeria",https://open.africa/dataset/sokoto-tertiary-schools,GRID 3 Nigeria,https://open.africa/organization/grid-3-nigeria?sort=metadata_modified+desc,Designated institution to provide learning spaces and learning environments for the teaching of students,"Updated September 6, 2019 | Created September 6, 2019",https://open.africa/dataset/sokoto-tertiary-schools
"Imo Religious Schools
Updated September 6, 2019 | Created September 6, 2019
GRID 3 Nigeria",https://open.africa/dataset/imo-religious-schools,GRID 3 Nigeria,https://open.africa/organization/grid-3-nigeria?sort=metadata_modified+desc,Designated institution to provide learning spaces and learning environments for the teaching of students,"Updated September 6, 2019 | Created September 6, 2019",https://open.africa/dataset/imo-religious-schools
"Lagos Hamlets
Updated September 6, 2019 | Created September 6, 2019
GRID 3 Nigeria",https://open.africa/dataset/lagos-hamlets,GRID 3 Nigeria,https://open.africa/organization/grid-3-nigeria?sort=metadata_modified+desc,"Populated place − place or area with clustered or scattered buildings and a permanent human population (city, settlement, town, village) and by definition has no legal boundaries","Updated September 6, 2019 | Created September 6, 2019",https://open.africa/dataset/lagos-hamlets
"Kwara Built-Up Areas
Updated September 6, 2019 | Created September 6, 2019
GRID 3 Nigeria",https://open.africa/dataset/kwara-built-up-areas,GRID 3 Nigeria,https://open.africa/organization/grid-3-nigeria?sort=metadata_modified+desc,"Populated place − place or area with clustered or scattered buildings and a permanent human population (city, settlement, town, village) and by definition has no legal boundaries","Updated September 6, 2019 | Created September 6, 2019",https://open.africa/dataset/kwara-built-up-areas
"Kogi Farmlands
Updated September 6, 2019 | Created September 6, 2019
GRID 3 Nigeria",https://open.africa/dataset/kogi-farmlands,GRID 3 Nigeria,https://open.africa/organization/grid-3-nigeria?sort=metadata_modified+desc,"Crop production process; including handling of residues from previous crops; primary and secondary tillage of the soil; fertilizer distribution and application; seeding,...","Updated September 6, 2019 | Created September 6, 2019",https://open.africa/dataset/kogi-farmlands
"Bauchi Private Schools
Updated September 6, 2019 | Created September 6, 2019
GRID 3 Nigeria",https://open.africa/dataset/bauchi-private-schools,GRID 3 Nigeria,https://open.africa/organization/grid-3-nigeria?sort=metadata_modified+desc,Designated institution to provide learning spaces and learning environments for the teaching of students,"Updated September 6, 2019 | Created September 6, 2019",https://open.africa/dataset/bauchi-private-schools
"Benue Private Schools
Updated September 6, 2019 | Created September 6, 2019
GRID 3 Nigeria",https://open.africa/dataset/benue-private-schools,GRID 3 Nigeria,https://open.africa/organization/grid-3-nigeria?sort=metadata_modified+desc,Designated institution to provide learning spaces and learning environments for the teaching of students,"Updated September 6, 2019 | Created September 6, 2019",https://open.africa/dataset/benue-private-schools
"Ekiti Prisons
Updated September 6, 2019 | Created September 6, 2019
GRID 3 Nigeria",https://open.africa/dataset/ekiti-prisons,GRID 3 Nigeria,https://open.africa/organization/grid-3-nigeria?sort=metadata_modified+desc,"Established system and institutions of governments directed at upholding social control, deterring and mitigating crime, or sanctioning those who violate laws with criminal...","Updated September 6, 2019 | Created September 6, 2019",https://open.africa/dataset/ekiti-prisons
"Akwa Ibom Primary Schools
Updated September 6, 2019 | Created September 6, 2019
GRID 3 Nigeria",https://open.africa/dataset/akwa-ibom-primary-schools,GRID 3 Nigeria,https://open.africa/organization/grid-3-nigeria?sort=metadata_modified+desc,Designated institution to provide learning spaces and learning environments for the teaching of students,"Updated September 6, 2019 | Created September 6, 2019",https://open.africa/dataset/akwa-ibom-primary-schools
"Ebonyi Markets
Updated September 6, 2019 | Created September 6, 2019
GRID 3 Nigeria",https://open.africa/dataset/ebonyi-markets1,GRID 3 Nigeria,https://open.africa/organization/grid-3-nigeria?sort=metadata_modified+desc,A regular gathering of people for the purchase and sale of provisions and other commodities; an area or arena in which commercial dealings are conducted,"Updated September 6, 2019 | Created September 6, 2019",https://open.africa/dataset/ebonyi-markets1
"Akwa Ibom Hamlets
Updated September 6, 2019 | Created September 6, 2019
GRID 3 Nigeria",https://open.africa/dataset/akwa-ibom-hamlets,GRID 3 Nigeria,https://open.africa/organization/grid-3-nigeria?sort=metadata_modified+desc,"Populated place − place or area with clustered or scattered buildings and a permanent human population (city, settlement, town, village) and by definition has no legal boundaries","Updated September 6, 2019 | Created September 6, 2019",https://open.africa/dataset/akwa-ibom-hamlets
"Borno Settlement Points
Updated September 6, 2019 | Created September 6, 2019
GRID 3 Nigeria",https://open.africa/dataset/borno-settlement-points,GRID 3 Nigeria,https://open.africa/organization/grid-3-nigeria?sort=metadata_modified+desc,"Populated place − place or area with clustered or scattered buildings and a permanent human population (city, settlement, town, village) and by definition has no legal boundaries","Updated September 6, 2019 | Created September 6, 2019",https://open.africa/dataset/borno-settlement-points
"Yobe Public Schools
Updated September 6, 2019 | Created September 6, 2019
GRID 3 Nigeria",https://open.africa/dataset/yobe-public-schools,GRID 3 Nigeria,https://open.africa/organization/grid-3-nigeria?sort=metadata_modified+desc,Designated institution to provide learning spaces and learning environments for the teaching of students,"Updated September 6, 2019 | Created September 6, 2019",https://open.africa/dataset/yobe-public-schools
"Ebonyi State Administrative Boundaries
Updated September 6, 2019 | Created September 6, 2019
GRID 3 Nigeria",https://open.africa/dataset/ebonyi-state-administrative-boundaries,GRID 3 Nigeria,https://open.africa/organization/grid-3-nigeria?sort=metadata_modified+desc,"Administrative Boundaries define the spatial extent level of legislative jurisdictions and regulatory, electoral, statistical and maritime geographic areas","Updated September 6, 2019 | Created September 6, 2019",https://open.africa/dataset/ebonyi-state-administrative-boundaries
"Sokoto Small Settlements
Updated September 6, 2019 | Created September 6, 2019
GRID 3 Nigeria",https://open.africa/dataset/sokoto-small-settlements,GRID 3 Nigeria,https://open.africa/organization/grid-3-nigeria?sort=metadata_modified+desc,"Populated place − place or area with clustered or scattered buildings and a permanent human population (city, settlement, town, village) and by definition has no legal boundaries","Updated September 6, 2019 | Created September 6, 2019",https://open.africa/dataset/sokoto-small-settlements
"Abia Hamlets
Updated September 6, 2019 | Created September 6, 2019
GRID 3 Nigeria",https://open.africa/dataset/abia-hamlets,GRID 3 Nigeria,https://open.africa/organization/grid-3-nigeria?sort=metadata_modified+desc,"Populated place − place or area with clustered or scattered buildings and a permanent human population (city, settlement, town, village) and by definition has no legal boundaries","Updated September 6, 2019 | Created September 6, 2019",https://open.africa/dataset/abia-hamlets
"Ogun LGA Population and Uncertainty Estimates
Updated September 6, 2019 | Created September 6, 2019
GRID 3 Nigeria",https://open.africa/dataset/ogun-lga-population-and-uncertainty-estimates,GRID 3 Nigeria,https://open.africa/organization/grid-3-nigeria?sort=metadata_modified+desc,Estimate population figures at local government administrative level and different age groups,"Updated September 6, 2019 | Created September 6, 2019",https://open.africa/dataset/ogun-lga-population-and-uncertainty-estimates
"Osun Tertiary Schools
Updated September 6, 2019 | Created September 6, 2019
GRID 3 Nigeria",https://open.africa/dataset/osun-tertiary-schools,GRID 3 Nigeria,https://open.africa/organization/grid-3-nigeria?sort=metadata_modified+desc,Designated institution to provide learning spaces and learning environments for the teaching of students,"Updated September 6, 2019 | Created September 6, 2019",https://open.africa/dataset/osun-tertiary-schools
"Anambra Police Stations
Updated September 6, 2019 | Created September 6, 2019
GRID 3 Nigeria",https://open.africa/dataset/anambra-police-stations,GRID 3 Nigeria,https://open.africa/organization/grid-3-nigeria?sort=metadata_modified+desc,"Established system and institutions of governments directed at upholding social control, deterring and mitigating crime, or sanctioning those who violate laws with criminal...","Updated September 6, 2019 | Created September 6, 2019",https://open.africa/dataset/anambra-police-stations
"Benue Local Government Administrative Boundaries
Updated September 6, 2019 | Created September 6, 2019
GRID 3 Nigeria",https://open.africa/dataset/benue-local-government-administrative-boundaries,GRID 3 Nigeria,https://open.africa/organization/grid-3-nigeria?sort=metadata_modified+desc,"Administrative Boundaries define the spatial extent level of legislative jurisdictions and regulatory, electoral, statistical and maritime geographic areas","Updated September 6, 2019 | Created September 6, 2019",https://open.africa/dataset/benue-local-government-administrative-boundaries
"Osun Government Buildings
Updated September 6, 2019 | Created September 6, 2019
GRID 3 Nigeria",https://open.africa/dataset/osun-government-buildings,GRID 3 Nigeria,https://open.africa/organization/grid-3-nigeria?sort=metadata_modified+desc,Building that houses a branch of government; in which the business of a department of government administration is carried out,"Updated September 6, 2019 | Created September 6, 2019",https://open.africa/dataset/osun-government-buildings
"Lagos Laboratories
Updated September 6, 2019 | Created September 6, 2019
GRID 3 Nigeria",https://open.africa/dataset/lagos-laboratories,GRID 3 Nigeria,https://open.africa/organization/grid-3-nigeria?sort=metadata_modified+desc,"Entities that provide medical and/or healthcare services and/or engage in the use generally of natural and/or artificial materials to create or dispense drugs; hospitals,...","Updated September 6, 2019 | Created September 6, 2019",https://open.africa/dataset/lagos-laboratories
"Niger Settlement Points
Updated September 6, 2019 | Created September 6, 2019
GRID 3 Nigeria",https://open.africa/dataset/niger-settlement-points,GRID 3 Nigeria,https://open.africa/organization/grid-3-nigeria?sort=metadata_modified+desc,"Populated place − place or area with clustered or scattered buildings and a permanent human population (city, settlement, town, village) and by definition has no legal boundaries","Updated September 6, 2019 | Created September 6, 2019",https://open.africa/dataset/niger-settlement-points
"Nasarawa Dump Sites
Updated September 6, 2019 | Created September 6, 2019
GRID 3 Nigeria",https://open.africa/dataset/nasarawa-dump-sites,GRID 3 Nigeria,https://open.africa/organization/grid-3-nigeria?sort=metadata_modified+desc,"Basic facilities, services, and installations needed for the functioning of a community or society, such as transportation and communications systems, water and power lines, and...","Updated September 6, 2019 | Created September 6, 2019",https://open.africa/dataset/nasarawa-dump-sites
"Adamawa Churches
Updated September 6, 2019 | Created September 6, 2019
GRID 3 Nigeria",https://open.africa/dataset/adamawa-churches,GRID 3 Nigeria,https://open.africa/organization/grid-3-nigeria?sort=metadata_modified+desc,"Building used for religious activities, particularly for rituals and worship services","Updated September 6, 2019 | Created September 6, 2019",https://open.africa/dataset/adamawa-churches
"Akwa Ibom State Administrative Boundaries
Updated September 6, 2019 | Created September 6, 2019
GRID 3 Nigeria",https://open.africa/dataset/akwa-ibom-state-administrative-boundaries,GRID 3 Nigeria,https://open.africa/organization/grid-3-nigeria?sort=metadata_modified+desc,"Administrative Boundaries define the spatial extent level of legislative jurisdictions and regulatory, electoral, statistical and maritime geographic areas","Updated September 6, 2019 | Created September 6, 2019",https://open.africa/dataset/akwa-ibom-state-administrative-boundaries
"Ekiti Primary Schools
Updated September 6, 2019 | Created September 6, 2019
GRID 3 Nigeria",https://open.africa/dataset/ekiti-primary-schools,GRID 3 Nigeria,https://open.africa/organization/grid-3-nigeria?sort=metadata_modified+desc,Designated institution to provide learning spaces and learning environments for the teaching of students,"Updated September 6, 2019 | Created September 6, 2019",https://open.africa/dataset/ekiti-primary-schools
"Enugu Tertiary Schools
Updated September 6, 2019 | Created September 6, 2019
GRID 3 Nigeria",https://open.africa/dataset/enugu-tertiary-schools,GRID 3 Nigeria,https://open.africa/organization/grid-3-nigeria?sort=metadata_modified+desc,Designated institution to provide learning spaces and learning environments for the teaching of students,"Updated September 6, 2019 | Created September 6, 2019",https://open.africa/dataset/enugu-tertiary-schools
"Adamawa Settlement Points
Updated September 6, 2019 | Created September 6, 2019
GRID 3 Nigeria",https://open.africa/dataset/adamawa-settlement-points,GRID 3 Nigeria,https://open.africa/organization/grid-3-nigeria?sort=metadata_modified+desc,"Populated place − place or area with clustered or scattered buildings and a permanent human population (city, settlement, town, village) and by definition has no legal boundaries","Updated September 6, 2019 | Created September 6, 2019",https://open.africa/dataset/adamawa-settlement-points
"Borno Hamlets
Updated September 6, 2019 | Created September 6, 2019
GRID 3 Nigeria",https://open.africa/dataset/borno-hamlets,GRID 3 Nigeria,https://open.africa/organization/grid-3-nigeria?sort=metadata_modified+desc,"Populated place − place or area with clustered or scattered buildings and a permanent human population (city, settlement, town, village) and by definition has no legal boundaries","Updated September 6, 2019 | Created September 6, 2019",https://open.africa/dataset/borno-hamlets
"Katsina Tertiary Schools
Updated September 6, 2019 | Created September 6, 2019
GRID 3 Nigeria",https://open.africa/dataset/katsina-tertiary-schools,GRID 3 Nigeria,https://open.africa/organization/grid-3-nigeria?sort=metadata_modified+desc,Designated institution to provide learning spaces and learning environments for the teaching of students,"Updated September 6, 2019 | Created September 6, 2019",https://open.africa/dataset/katsina-tertiary-schools
"Edo Police Stations
Updated September 6, 2019 | Created September 6, 2019
GRID 3 Nigeria",https://open.africa/dataset/edo-police-stations,GRID 3 Nigeria,https://open.africa/organization/grid-3-nigeria?sort=metadata_modified+desc,"Established system and institutions of governments directed at upholding social control, deterring and mitigating crime, or sanctioning those who violate laws with criminal...","Updated September 6, 2019 | Created September 6, 2019",https://open.africa/dataset/edo-police-stations
"Cross River Electricity Sub-stations
Updated September 6, 2019 | Created September 6, 2019
GRID 3 Nigeria",https://open.africa/dataset/cross-river-electricity-sub-stations,GRID 3 Nigeria,https://open.africa/organization/grid-3-nigeria?sort=metadata_modified+desc,"A part of an electrical generation, transmission, and distribution system","Updated September 6, 2019 | Created September 6, 2019",https://open.africa/dataset/cross-river-electricity-sub-stations
"Plateau State Administrative Boundaries
Updated September 6, 2019 | Created September 6, 2019
GRID 3 Nigeria",https://open.africa/dataset/plateau-state-administrative-boundaries,GRID 3 Nigeria,https://open.africa/organization/grid-3-nigeria?sort=metadata_modified+desc,"Administrative Boundaries define the spatial extent level of legislative jurisdictions and regulatory, electoral, statistical and maritime geographic areas","Updated September 6, 2019 | Created September 6, 2019",https://open.africa/dataset/plateau-state-administrative-boundaries
"Zamfara Local Government Administrative Boundaries
Updated September 6, 2019 | Created September 6, 2019
GRID 3 Nigeria",https://open.africa/dataset/zamfara-local-government-administrative-boundaries,GRID 3 Nigeria,https://open.africa/organization/grid-3-nigeria?sort=metadata_modified+desc,"Administrative Boundaries define the spatial extent level of legislative jurisdictions and regulatory, electoral, statistical and maritime geographic areas","Updated September 6, 2019 | Created September 6, 2019",https://open.africa/dataset/zamfara-local-government-administrative-boundaries
"Enugu Post Offices
Updated September 6, 2019 | Created September 6, 2019
GRID 3 Nigeria",https://open.africa/dataset/enugu-post-offices,GRID 3 Nigeria,https://open.africa/organization/grid-3-nigeria?sort=metadata_modified+desc,The public department or corporation responsible for postal services and (in some countries) telecommunications,"Updated September 6, 2019 | Created September 6, 2019",https://open.africa/dataset/enugu-post-offices
"Yobe Tertiary Schools
Updated September 6, 2019 | Created September 6, 2019
GRID 3 Nigeria",https://open.africa/dataset/yobe-tertiary-schools,GRID 3 Nigeria,https://open.africa/organization/grid-3-nigeria?sort=metadata_modified+desc,Designated institution to provide learning spaces and learning environments for the teaching of students,"Updated September 6, 2019 | Created September 6, 2019",https://open.africa/dataset/yobe-tertiary-schools
"Rivers Farmlands
Updated September 6, 2019 | Created September 6, 2019
GRID 3 Nigeria",https://open.africa/dataset/rivers-farmlands,GRID 3 Nigeria,https://open.africa/organization/grid-3-nigeria?sort=metadata_modified+desc,"Crop production process; including handling of residues from previous crops; primary and secondary tillage of the soil; fertilizer distribution and application; seeding,...","Updated September 6, 2019 | Created September 6, 2019",https://open.africa/dataset/rivers-farmlands
"Katsina Local Government Administrative Boundaries
Updated September 6, 2019 | Created September 6, 2019
GRID 3 Nigeria",https://open.africa/dataset/katsina-local-government-administrative-boundaries,GRID 3 Nigeria,https://open.africa/organization/grid-3-nigeria?sort=metadata_modified+desc,"Administrative Boundaries define the spatial extent level of legislative jurisdictions and regulatory, electoral, statistical and maritime geographic areas","Updated September 6, 2019 | Created September 6, 2019",https://open.africa/dataset/katsina-local-government-administrative-boundaries
"Benue Markets
Updated September 6, 2019 | Created September 6, 2019
GRID 3 Nigeria",https://open.africa/dataset/benue-markets,GRID 3 Nigeria,https://open.africa/organization/grid-3-nigeria?sort=metadata_modified+desc,A regular gathering of people for the purchase and sale of provisions and other commodities; an area or arena in which commercial dealings are conducted,"Updated September 6, 2019 | Created September 6, 2019",https://open.africa/dataset/benue-markets
"Zamfara Primary Schools
Updated September 6, 2019 | Created September 6, 2019
GRID 3 Nigeria",https://open.africa/dataset/zamfara-primary-schools,GRID 3 Nigeria,https://open.africa/organization/grid-3-nigeria?sort=metadata_modified+desc,Designated institution to provide learning spaces and learning environments for the teaching of students,"Updated September 6, 2019 | Created September 6, 2019",https://open.africa/dataset/zamfara-primary-schools
"Sokoto Religious Schools
Updated September 6, 2019 | Created September 6, 2019
GRID 3 Nigeria",https://open.africa/dataset/sokoto-religious-schools,GRID 3 Nigeria,https://open.africa/organization/grid-3-nigeria?sort=metadata_modified+desc,Designated institution to provide learning spaces and learning environments for the teaching of students,"Updated September 6, 2019 | Created September 6, 2019",https://open.africa/dataset/sokoto-religious-schools
"Plateau Post Offices
Updated September 6, 2019 | Created September 6, 2019
GRID 3 Nigeria",https://open.africa/dataset/plateau-post-offices,GRID 3 Nigeria,https://open.africa/organization/grid-3-nigeria?sort=metadata_modified+desc,The public department or corporation responsible for postal services and (in some countries) telecommunications,"Updated September 6, 2019 | Created September 6, 2019",https://open.africa/dataset/plateau-post-offices
