data_name,data_link,source,domain
"Percentage of women married or in-union aged 15 to 49 who are currently using, or whose sexual partner is using female condom",https://pdp.unfpa.org/?data_id=dataSource_8-3%3A6%2B7%2B8%2CdataSource_8-2%3A7%2B6%2B1%2B4%2B5%2B2%2B3%2B8%2B32%2B31%2B26%2B28%2CdataSource_8-0%3A386&page=Indicator-Overview,"AIS, DHS  ",Method mix 
"Percentage of women married or in-union aged 15 to 49 who are currently using, or whose sexual partner is using female sterilization",https://pdp.unfpa.org/?data_id=dataSource_8-3%3A6%2B7%2B8%2CdataSource_8-2%3A7%2B6%2B1%2B4%2B5%2B2%2B3%2B8%2B32%2B31%2B26%2B28%2CdataSource_8-0%3A386&page=Indicator-Overview,"AIS, DHS  ",Method mix 
"Percentage of women married or in-union aged 15 to 49 who are currently using, or whose sexual partner is using implants",https://pdp.unfpa.org/?data_id=dataSource_8-3%3A6%2B7%2B8%2CdataSource_8-2%3A7%2B6%2B1%2B4%2B5%2B2%2B3%2B8%2B32%2B31%2B26%2B28%2CdataSource_8-0%3A386&page=Indicator-Overview,"AIS, DHS  ",Method mix 
"Percentage of women married or in-union aged 15 to 49 who are currently using, or whose sexual partner is using injections",https://pdp.unfpa.org/?data_id=dataSource_8-3%3A6%2B7%2B8%2CdataSource_8-2%3A7%2B6%2B1%2B4%2B5%2B2%2B3%2B8%2B32%2B31%2B26%2B28%2CdataSource_8-0%3A386&page=Indicator-Overview,"AIS, DHS  ",Method mix 
"Percentage of women married or in-union aged 15 to 49 who are currently using, or whose sexual partner is using IUD",https://pdp.unfpa.org/?data_id=dataSource_8-3%3A6%2B7%2B8%2CdataSource_8-2%3A7%2B6%2B1%2B4%2B5%2B2%2B3%2B8%2B32%2B31%2B26%2B28%2CdataSource_8-0%3A386&page=Indicator-Overview,"AIS, DHS  ",Method mix 
"Percentage of women married or in-union aged 15 to 49 who are currently using, or whose sexual partner is using lactational amenorrhea",https://pdp.unfpa.org/?data_id=dataSource_8-3%3A6%2B7%2B8%2CdataSource_8-2%3A7%2B6%2B1%2B4%2B5%2B2%2B3%2B8%2B32%2B31%2B26%2B28%2CdataSource_8-0%3A386&page=Indicator-Overview,"AIS, DHS  ",Method mix 
"Percentage of women married or in-union aged 15 to 49 who are currently using, or whose sexual partner is using male sterilization",https://pdp.unfpa.org/?data_id=dataSource_8-3%3A6%2B7%2B8%2CdataSource_8-2%3A7%2B6%2B1%2B4%2B5%2B2%2B3%2B8%2B32%2B31%2B26%2B28%2CdataSource_8-0%3A386&page=Indicator-Overview,"AIS, DHS  ",Method mix 
"Percentage of women married or in-union aged 15 to 49 who are currently using, or whose sexual partner is using other modern methods",https://pdp.unfpa.org/?data_id=dataSource_8-3%3A6%2B7%2B8%2CdataSource_8-2%3A7%2B6%2B1%2B4%2B5%2B2%2B3%2B8%2B32%2B31%2B26%2B28%2CdataSource_8-0%3A386&page=Indicator-Overview,"AIS, DHS  ",Method mix 
"Percentage of women married or in-union aged 15 to 49 who are currently using, or whose sexual partner is using pill",https://pdp.unfpa.org/?data_id=dataSource_8-3%3A6%2B7%2B8%2CdataSource_8-2%3A7%2B6%2B1%2B4%2B5%2B2%2B3%2B8%2B32%2B31%2B26%2B28%2CdataSource_8-0%3A386&page=Indicator-Overview,"AIS, DHS  ",Method mix 
"Probability of dying in the first month of life (in the five years preceding the survey) per 1,000 live births",https://pdp.unfpa.org/?data_id=dataSource_8-3%3A6%2B7%2B8%2CdataSource_8-2%3A7%2B6%2B1%2B4%2B5%2B2%2B3%2B8%2B32%2B31%2B26%2B28%2CdataSource_8-0%3A386&page=Indicator-Overview,"AIS, DHS, MIS, SDG  ",Maternal and newborn health 
"Number of new HIV infections per 1,000 uninfected population, by sex, age and key populations",https://pdp.unfpa.org/?data_id=dataSource_8-3%3A6%2B7%2B8%2CdataSource_8-2%3A7%2B6%2B1%2B4%2B5%2B2%2B3%2B8%2B32%2B31%2B26%2B28%2CdataSource_8-0%3A386&page=Indicator-Overview,SDG  ,HIV/AIDS and STIs 
Old-age dependency ratio (age 65+ / age 15-64),https://pdp.unfpa.org/?data_id=dataSource_8-3%3A6%2B7%2B8%2CdataSource_8-2%3A7%2B6%2B1%2B4%2B5%2B2%2B3%2B8%2B32%2B31%2B26%2B28%2CdataSource_8-0%3A386&page=Indicator-Overview,"IPUMS, WPP  ",Age composition 
Old-age dependency ratio (age 65+ / age 20-64),https://pdp.unfpa.org/?data_id=dataSource_8-3%3A6%2B7%2B8%2CdataSource_8-2%3A7%2B6%2B1%2B4%2B5%2B2%2B3%2B8%2B32%2B31%2B26%2B28%2CdataSource_8-0%3A386&page=Indicator-Overview,"IPUMS, WPP  ",Demographic 
Gender Parity Index (GPI) in percentage of population ages 25+ with university completed,https://pdp.unfpa.org/?data_id=dataSource_8-3%3A6%2B7%2B8%2CdataSource_8-2%3A7%2B6%2B1%2B4%2B5%2B2%2B3%2B8%2B32%2B31%2B26%2B28%2CdataSource_8-0%3A386&page=Indicator-Overview,IPUMS  ,Gender Parity Index 
Old-age dependency ratio (age 70+ / age 25-69),https://pdp.unfpa.org/?data_id=dataSource_8-3%3A6%2B7%2B8%2CdataSource_8-2%3A7%2B6%2B1%2B4%2B5%2B2%2B3%2B8%2B32%2B31%2B26%2B28%2CdataSource_8-0%3A386&page=Indicator-Overview,"IPUMS, WPP  ",Demographic 
Percentage of children (under 18 years) that reside in same household with the father,https://pdp.unfpa.org/?data_id=dataSource_8-3%3A6%2B7%2B8%2CdataSource_8-2%3A7%2B6%2B1%2B4%2B5%2B2%2B3%2B8%2B32%2B31%2B26%2B28%2CdataSource_8-0%3A386&page=Indicator-Overview,IPUMS  ,Living arrangement 
Percentage of children (under 18 years) that reside in same household with the mother,https://pdp.unfpa.org/?data_id=dataSource_8-3%3A6%2B7%2B8%2CdataSource_8-2%3A7%2B6%2B1%2B4%2B5%2B2%2B3%2B8%2B32%2B31%2B26%2B28%2CdataSource_8-0%3A386&page=Indicator-Overview,IPUMS  ,Living arrangement 
"Proportion of children under 5 years of age whose births have been registered with a civil authority, by age",https://pdp.unfpa.org/?data_id=dataSource_8-3%3A6%2B7%2B8%2CdataSource_8-2%3A7%2B6%2B1%2B4%2B5%2B2%2B3%2B8%2B32%2B31%2B26%2B28%2CdataSource_8-0%3A386&page=Indicator-Overview,SDG  ,Inequality 
Percentage of children who live with both mother and father,https://pdp.unfpa.org/?data_id=dataSource_8-3%3A6%2B7%2B8%2CdataSource_8-2%3A7%2B6%2B1%2B4%2B5%2B2%2B3%2B8%2B32%2B31%2B26%2B28%2CdataSource_8-0%3A386&page=Indicator-Overview,IPUMS  ,Living arrangement 
Percentage of children who live with neither mother nor father,https://pdp.unfpa.org/?data_id=dataSource_8-3%3A6%2B7%2B8%2CdataSource_8-2%3A7%2B6%2B1%2B4%2B5%2B2%2B3%2B8%2B32%2B31%2B26%2B28%2CdataSource_8-0%3A386&page=Indicator-Overview,IPUMS  ,Living arrangement 
Percentage of children who live with only father,https://pdp.unfpa.org/?data_id=dataSource_8-3%3A6%2B7%2B8%2CdataSource_8-2%3A7%2B6%2B1%2B4%2B5%2B2%2B3%2B8%2B32%2B31%2B26%2B28%2CdataSource_8-0%3A386&page=Indicator-Overview,IPUMS  ,Living arrangement 
Percentage of children who live with only mother,https://pdp.unfpa.org/?data_id=dataSource_8-3%3A6%2B7%2B8%2CdataSource_8-2%3A7%2B6%2B1%2B4%2B5%2B2%2B3%2B8%2B32%2B31%2B26%2B28%2CdataSource_8-0%3A386&page=Indicator-Overview,IPUMS  ,Living arrangement 
"Percentage of children (under 18 years) with father alive, that reside in same household with the father",https://pdp.unfpa.org/?data_id=dataSource_8-3%3A6%2B7%2B8%2CdataSource_8-2%3A7%2B6%2B1%2B4%2B5%2B2%2B3%2B8%2B32%2B31%2B26%2B28%2CdataSource_8-0%3A386&page=Indicator-Overview,IPUMS  ,Living arrangement 
"Percentage of children (under 18 years) with mother alive, that reside in same household with the mother",https://pdp.unfpa.org/?data_id=dataSource_8-3%3A6%2B7%2B8%2CdataSource_8-2%3A7%2B6%2B1%2B4%2B5%2B2%2B3%2B8%2B32%2B31%2B26%2B28%2CdataSource_8-0%3A386&page=Indicator-Overview,IPUMS  ,Living arrangement 
Percentage of households headed by children (under 18 years),https://pdp.unfpa.org/?data_id=dataSource_8-3%3A6%2B7%2B8%2CdataSource_8-2%3A7%2B6%2B1%2B4%2B5%2B2%2B3%2B8%2B32%2B31%2B26%2B28%2CdataSource_8-0%3A386&page=Indicator-Overview,IPUMS  ,Household headship 
Percentage of households headed by females,https://pdp.unfpa.org/?data_id=dataSource_8-3%3A6%2B7%2B8%2CdataSource_8-2%3A7%2B6%2B1%2B4%2B5%2B2%2B3%2B8%2B32%2B31%2B26%2B28%2CdataSource_8-0%3A386&page=Indicator-Overview,IPUMS  ,Household headship 
Percentage of households headed by persons age 60-69,https://pdp.unfpa.org/?data_id=dataSource_8-3%3A6%2B7%2B8%2CdataSource_8-2%3A7%2B6%2B1%2B4%2B5%2B2%2B3%2B8%2B32%2B31%2B26%2B28%2CdataSource_8-0%3A386&page=Indicator-Overview,IPUMS  ,Household headship 
Percentage of households headed by persons age 65 or older,https://pdp.unfpa.org/?data_id=dataSource_8-3%3A6%2B7%2B8%2CdataSource_8-2%3A7%2B6%2B1%2B4%2B5%2B2%2B3%2B8%2B32%2B31%2B26%2B28%2CdataSource_8-0%3A386&page=Indicator-Overview,IPUMS  ,Household headship 
Percentage of households headed by persons age 70-79,https://pdp.unfpa.org/?data_id=dataSource_8-3%3A6%2B7%2B8%2CdataSource_8-2%3A7%2B6%2B1%2B4%2B5%2B2%2B3%2B8%2B32%2B31%2B26%2B28%2CdataSource_8-0%3A386&page=Indicator-Overview,IPUMS  ,Household headship 
Percentage of households headed by persons age 80 or older,https://pdp.unfpa.org/?data_id=dataSource_8-3%3A6%2B7%2B8%2CdataSource_8-2%3A7%2B6%2B1%2B4%2B5%2B2%2B3%2B8%2B32%2B31%2B26%2B28%2CdataSource_8-0%3A386&page=Indicator-Overview,IPUMS  ,Household headship 
Percentage of households that are extended,https://pdp.unfpa.org/?data_id=dataSource_8-3%3A6%2B7%2B8%2CdataSource_8-2%3A7%2B6%2B1%2B4%2B5%2B2%2B3%2B8%2B32%2B31%2B26%2B28%2CdataSource_8-0%3A386&page=Indicator-Overview,IPUMS  ,Household structure 
Percentage of households that are nuclear,https://pdp.unfpa.org/?data_id=dataSource_8-3%3A6%2B7%2B8%2CdataSource_8-2%3A7%2B6%2B1%2B4%2B5%2B2%2B3%2B8%2B32%2B31%2B26%2B28%2CdataSource_8-0%3A386&page=Indicator-Overview,IPUMS  ,Household structure 
Gender Parity Index (GPI) in percentage of population ages 25+ with university completed,https://pdp.unfpa.org/?data_id=dataSource_8-3%3A6%2B7%2B8%2CdataSource_8-2%3A7%2B6%2B1%2B4%2B5%2B2%2B3%2B8%2B32%2B31%2B26%2B28%2CdataSource_8-0%3A386&page=Indicator-Overview,IPUMS  ,Gender Parity Index 
Percentage of households with access to electricity,https://pdp.unfpa.org/?data_id=dataSource_8-3%3A6%2B7%2B8%2CdataSource_8-2%3A7%2B6%2B1%2B4%2B5%2B2%2B3%2B8%2B32%2B31%2B26%2B28%2CdataSource_8-0%3A386&page=Indicator-Overview,IPUMS  ,Household characteristics 
Percentage of households with internet access,https://pdp.unfpa.org/?data_id=dataSource_8-3%3A6%2B7%2B8%2CdataSource_8-2%3A7%2B6%2B1%2B4%2B5%2B2%2B3%2B8%2B32%2B31%2B26%2B28%2CdataSource_8-0%3A386&page=Indicator-Overview,IPUMS  ,Household characteristics 
Percentage of households with personal computer,https://pdp.unfpa.org/?data_id=dataSource_8-3%3A6%2B7%2B8%2CdataSource_8-2%3A7%2B6%2B1%2B4%2B5%2B2%2B3%2B8%2B32%2B31%2B26%2B28%2CdataSource_8-0%3A386&page=Indicator-Overview,IPUMS  ,Household characteristics 
Percentage of households with piped water,https://pdp.unfpa.org/?data_id=dataSource_8-3%3A6%2B7%2B8%2CdataSource_8-2%3A7%2B6%2B1%2B4%2B5%2B2%2B3%2B8%2B32%2B31%2B26%2B28%2CdataSource_8-0%3A386&page=Indicator-Overview,IPUMS  ,Household characteristics 
Percentage of men aged 20-24 who married/in union before age 15,https://pdp.unfpa.org/?data_id=dataSource_8-3%3A6%2B7%2B8%2CdataSource_8-2%3A7%2B6%2B1%2B4%2B5%2B2%2B3%2B8%2B32%2B31%2B26%2B28%2CdataSource_8-0%3A386&page=Indicator-Overview,"AIS, DHS  ",Child marriage 
Percentage of men aged 20-24 who married/in union before age 18,https://pdp.unfpa.org/?data_id=dataSource_8-3%3A6%2B7%2B8%2CdataSource_8-2%3A7%2B6%2B1%2B4%2B5%2B2%2B3%2B8%2B32%2B31%2B26%2B28%2CdataSource_8-0%3A386&page=Indicator-Overview,"AIS, DHS  ",Child marriage 
Percentage of one-person households,https://pdp.unfpa.org/?data_id=dataSource_8-3%3A6%2B7%2B8%2CdataSource_8-2%3A7%2B6%2B1%2B4%2B5%2B2%2B3%2B8%2B32%2B31%2B26%2B28%2CdataSource_8-0%3A386&page=Indicator-Overview,IPUMS  ,Household structure 
Percentage of people aged 20-24 who married/in union before age 15,https://pdp.unfpa.org/?data_id=dataSource_8-3%3A6%2B7%2B8%2CdataSource_8-2%3A7%2B6%2B1%2B4%2B5%2B2%2B3%2B8%2B32%2B31%2B26%2B28%2CdataSource_8-0%3A386&page=Indicator-Overview,IPUMS  ,Child marriage 
Percentage of people aged 20-24 who married/in union before age 18,https://pdp.unfpa.org/?data_id=dataSource_8-3%3A6%2B7%2B8%2CdataSource_8-2%3A7%2B6%2B1%2B4%2B5%2B2%2B3%2B8%2B32%2B31%2B26%2B28%2CdataSource_8-0%3A386&page=Indicator-Overview,IPUMS  ,Child marriage 
Percentage of people divorced/separated/spouse absent,https://pdp.unfpa.org/?data_id=dataSource_8-3%3A6%2B7%2B8%2CdataSource_8-2%3A7%2B6%2B1%2B4%2B5%2B2%2B3%2B8%2B32%2B31%2B26%2B28%2CdataSource_8-0%3A386&page=Indicator-Overview,IPUMS  ,Nuptiality 
Percentage of people married or in union,https://pdp.unfpa.org/?data_id=dataSource_8-3%3A6%2B7%2B8%2CdataSource_8-2%3A7%2B6%2B1%2B4%2B5%2B2%2B3%2B8%2B32%2B31%2B26%2B28%2CdataSource_8-0%3A386&page=Indicator-Overview,IPUMS  ,Nuptiality 
Percentage of people single/never-married nor in union,https://pdp.unfpa.org/?data_id=dataSource_8-3%3A6%2B7%2B8%2CdataSource_8-2%3A7%2B6%2B1%2B4%2B5%2B2%2B3%2B8%2B32%2B31%2B26%2B28%2CdataSource_8-0%3A386&page=Indicator-Overview,IPUMS  ,Nuptiality 
Percentage of people widowed,https://pdp.unfpa.org/?data_id=dataSource_8-3%3A6%2B7%2B8%2CdataSource_8-2%3A7%2B6%2B1%2B4%2B5%2B2%2B3%2B8%2B32%2B31%2B26%2B28%2CdataSource_8-0%3A386&page=Indicator-Overview,IPUMS  ,Nuptiality 
Percentage of the population with disability,https://pdp.unfpa.org/?data_id=dataSource_8-3%3A6%2B7%2B8%2CdataSource_8-2%3A7%2B6%2B1%2B4%2B5%2B2%2B3%2B8%2B32%2B31%2B26%2B28%2CdataSource_8-0%3A386&page=Indicator-Overview,IPUMS  ,Disability 
Percentage of persons age 15+ in the labor force that is employed,https://pdp.unfpa.org/?data_id=dataSource_8-3%3A6%2B7%2B8%2CdataSource_8-2%3A7%2B6%2B1%2B4%2B5%2B2%2B3%2B8%2B32%2B31%2B26%2B28%2CdataSource_8-0%3A386&page=Indicator-Overview,IPUMS  ,Employment 
Percentage of persons age 15-24 in the labor force that is employed,https://pdp.unfpa.org/?data_id=dataSource_8-3%3A6%2B7%2B8%2CdataSource_8-2%3A7%2B6%2B1%2B4%2B5%2B2%2B3%2B8%2B32%2B31%2B26%2B28%2CdataSource_8-0%3A386&page=Indicator-Overview,IPUMS  ,Employment 
Percentage of persons age 60 to 69 who live alone in one-person household,https://pdp.unfpa.org/?data_id=dataSource_8-3%3A6%2B7%2B8%2CdataSource_8-2%3A7%2B6%2B1%2B4%2B5%2B2%2B3%2B8%2B32%2B31%2B26%2B28%2CdataSource_8-0%3A386&page=Indicator-Overview,IPUMS  ,Household structure 
Percentage of persons age 60+ who live alone in one-person household,https://pdp.unfpa.org/?data_id=dataSource_8-3%3A6%2B7%2B8%2CdataSource_8-2%3A7%2B6%2B1%2B4%2B5%2B2%2B3%2B8%2B32%2B31%2B26%2B28%2CdataSource_8-0%3A386&page=Indicator-Overview,IPUMS  ,Household structure 
Gender Parity Index (GPI) in percentage of population ages 25+ with university completed,https://pdp.unfpa.org/?data_id=dataSource_8-3%3A6%2B7%2B8%2CdataSource_8-2%3A7%2B6%2B1%2B4%2B5%2B2%2B3%2B8%2B32%2B31%2B26%2B28%2CdataSource_8-0%3A386&page=Indicator-Overview,IPUMS  ,Gender Parity Index 
Percentage of persons age 60-69 who live with child,https://pdp.unfpa.org/?data_id=dataSource_8-3%3A6%2B7%2B8%2CdataSource_8-2%3A7%2B6%2B1%2B4%2B5%2B2%2B3%2B8%2B32%2B31%2B26%2B28%2CdataSource_8-0%3A386&page=Indicator-Overview,IPUMS  ,Household structure 
Percentage of persons age 60-69 who live with spouse in two-person household,https://pdp.unfpa.org/?data_id=dataSource_8-3%3A6%2B7%2B8%2CdataSource_8-2%3A7%2B6%2B1%2B4%2B5%2B2%2B3%2B8%2B32%2B31%2B26%2B28%2CdataSource_8-0%3A386&page=Indicator-Overview,IPUMS  ,Household structure 
Percentage of persons age 60-79 who live alone in one-person household,https://pdp.unfpa.org/?data_id=dataSource_8-3%3A6%2B7%2B8%2CdataSource_8-2%3A7%2B6%2B1%2B4%2B5%2B2%2B3%2B8%2B32%2B31%2B26%2B28%2CdataSource_8-0%3A386&page=Indicator-Overview,IPUMS  ,Household structure 
Percentage of persons age 60-79 who live with child,https://pdp.unfpa.org/?data_id=dataSource_8-3%3A6%2B7%2B8%2CdataSource_8-2%3A7%2B6%2B1%2B4%2B5%2B2%2B3%2B8%2B32%2B31%2B26%2B28%2CdataSource_8-0%3A386&page=Indicator-Overview,IPUMS  ,Household structure 
Percentage of persons age 60-79 who live with spouse in two-person household,https://pdp.unfpa.org/?data_id=dataSource_8-3%3A6%2B7%2B8%2CdataSource_8-2%3A7%2B6%2B1%2B4%2B5%2B2%2B3%2B8%2B32%2B31%2B26%2B28%2CdataSource_8-0%3A386&page=Indicator-Overview,IPUMS  ,Household structure 
Percentage of persons age 65+ who live alone in one-person household,https://pdp.unfpa.org/?data_id=dataSource_8-3%3A6%2B7%2B8%2CdataSource_8-2%3A7%2B6%2B1%2B4%2B5%2B2%2B3%2B8%2B32%2B31%2B26%2B28%2CdataSource_8-0%3A386&page=Indicator-Overview,IPUMS  ,Household structure 
Percentage of persons age 65+ who live with child,https://pdp.unfpa.org/?data_id=dataSource_8-3%3A6%2B7%2B8%2CdataSource_8-2%3A7%2B6%2B1%2B4%2B5%2B2%2B3%2B8%2B32%2B31%2B26%2B28%2CdataSource_8-0%3A386&page=Indicator-Overview,IPUMS  ,Household structure 
Percentage of persons age 65+ who live with spouse in two-person household,https://pdp.unfpa.org/?data_id=dataSource_8-3%3A6%2B7%2B8%2CdataSource_8-2%3A7%2B6%2B1%2B4%2B5%2B2%2B3%2B8%2B32%2B31%2B26%2B28%2CdataSource_8-0%3A386&page=Indicator-Overview,IPUMS  ,Household structure 
Percentage of persons age 70+ who live alone in one-person household,https://pdp.unfpa.org/?data_id=dataSource_8-3%3A6%2B7%2B8%2CdataSource_8-2%3A7%2B6%2B1%2B4%2B5%2B2%2B3%2B8%2B32%2B31%2B26%2B28%2CdataSource_8-0%3A386&page=Indicator-Overview,IPUMS  ,Household structure 
Percentage of persons age 70-79 who live alone in one-person household,https://pdp.unfpa.org/?data_id=dataSource_8-3%3A6%2B7%2B8%2CdataSource_8-2%3A7%2B6%2B1%2B4%2B5%2B2%2B3%2B8%2B32%2B31%2B26%2B28%2CdataSource_8-0%3A386&page=Indicator-Overview,IPUMS  ,Household structure 
Percentage of persons age 70-79 who live with child,https://pdp.unfpa.org/?data_id=dataSource_8-3%3A6%2B7%2B8%2CdataSource_8-2%3A7%2B6%2B1%2B4%2B5%2B2%2B3%2B8%2B32%2B31%2B26%2B28%2CdataSource_8-0%3A386&page=Indicator-Overview,IPUMS  ,Household structure 
Percentage of persons age 70-79 who live with spouse in two-person household,https://pdp.unfpa.org/?data_id=dataSource_8-3%3A6%2B7%2B8%2CdataSource_8-2%3A7%2B6%2B1%2B4%2B5%2B2%2B3%2B8%2B32%2B31%2B26%2B28%2CdataSource_8-0%3A386&page=Indicator-Overview,IPUMS  ,Household structure 
Percentage of persons age 80+ who live alone in one-person household,https://pdp.unfpa.org/?data_id=dataSource_8-3%3A6%2B7%2B8%2CdataSource_8-2%3A7%2B6%2B1%2B4%2B5%2B2%2B3%2B8%2B32%2B31%2B26%2B28%2CdataSource_8-0%3A386&page=Indicator-Overview,IPUMS  ,Household structure 
Percentage of persons age 80+ who live with child,https://pdp.unfpa.org/?data_id=dataSource_8-3%3A6%2B7%2B8%2CdataSource_8-2%3A7%2B6%2B1%2B4%2B5%2B2%2B3%2B8%2B32%2B31%2B26%2B28%2CdataSource_8-0%3A386&page=Indicator-Overview,IPUMS  ,Household structure 
Percentage of persons age 80+ who live with spouse in two-person household,https://pdp.unfpa.org/?data_id=dataSource_8-3%3A6%2B7%2B8%2CdataSource_8-2%3A7%2B6%2B1%2B4%2B5%2B2%2B3%2B8%2B32%2B31%2B26%2B28%2CdataSource_8-0%3A386&page=Indicator-Overview,IPUMS  ,Household structure 
Percentage of population age 18+ with primary education complete,https://pdp.unfpa.org/?data_id=dataSource_8-3%3A6%2B7%2B8%2CdataSource_8-2%3A7%2B6%2B1%2B4%2B5%2B2%2B3%2B8%2B32%2B31%2B26%2B28%2CdataSource_8-0%3A386&page=Indicator-Overview,IPUMS  ,Educational attainment 
Percentage of population age 5-29 out of school,https://pdp.unfpa.org/?data_id=dataSource_8-3%3A6%2B7%2B8%2CdataSource_8-2%3A7%2B6%2B1%2B4%2B5%2B2%2B3%2B8%2B32%2B31%2B26%2B28%2CdataSource_8-0%3A386&page=Indicator-Overview,IPUMS  ,School attendance 
Percentage of population age 18+ with less than primary education complete,https://pdp.unfpa.org/?data_id=dataSource_8-3%3A6%2B7%2B8%2CdataSource_8-2%3A7%2B6%2B1%2B4%2B5%2B2%2B3%2B8%2B32%2B31%2B26%2B28%2CdataSource_8-0%3A386&page=Indicator-Overview,IPUMS  ,Educational attainment 
Gender Parity Index (GPI) in percentage of population ages 25+ with university completed,https://pdp.unfpa.org/?data_id=dataSource_8-3%3A6%2B7%2B8%2CdataSource_8-2%3A7%2B6%2B1%2B4%2B5%2B2%2B3%2B8%2B32%2B31%2B26%2B28%2CdataSource_8-0%3A386&page=Indicator-Overview,IPUMS  ,Gender Parity Index 
Percentage of population age 25+ with less than primary education complete,https://pdp.unfpa.org/?data_id=dataSource_8-3%3A6%2B7%2B8%2CdataSource_8-2%3A7%2B6%2B1%2B4%2B5%2B2%2B3%2B8%2B32%2B31%2B26%2B28%2CdataSource_8-0%3A386&page=Indicator-Overview,IPUMS  ,Educational attainment 
Percentage of population age 25+ with primary education complete,https://pdp.unfpa.org/?data_id=dataSource_8-3%3A6%2B7%2B8%2CdataSource_8-2%3A7%2B6%2B1%2B4%2B5%2B2%2B3%2B8%2B32%2B31%2B26%2B28%2CdataSource_8-0%3A386&page=Indicator-Overview,IPUMS  ,Educational attainment 
Percentage of population age 25+ with secondary education complete,https://pdp.unfpa.org/?data_id=dataSource_8-3%3A6%2B7%2B8%2CdataSource_8-2%3A7%2B6%2B1%2B4%2B5%2B2%2B3%2B8%2B32%2B31%2B26%2B28%2CdataSource_8-0%3A386&page=Indicator-Overview,IPUMS  ,Educational attainment 
Percentage of population age 25+ with university education complete,https://pdp.unfpa.org/?data_id=dataSource_8-3%3A6%2B7%2B8%2CdataSource_8-2%3A7%2B6%2B1%2B4%2B5%2B2%2B3%2B8%2B32%2B31%2B26%2B28%2CdataSource_8-0%3A386&page=Indicator-Overview,IPUMS  ,Educational attainment 
Percentage of population living in rented dwellings,https://pdp.unfpa.org/?data_id=dataSource_8-3%3A6%2B7%2B8%2CdataSource_8-2%3A7%2B6%2B1%2B4%2B5%2B2%2B3%2B8%2B32%2B31%2B26%2B28%2CdataSource_8-0%3A386&page=Indicator-Overview,IPUMS  ,Household characteristics 
Percentage of population at mid-year residing in urban areas,https://pdp.unfpa.org/?data_id=dataSource_8-3%3A6%2B7%2B8%2CdataSource_8-2%3A7%2B6%2B1%2B4%2B5%2B2%2B3%2B8%2B32%2B31%2B26%2B28%2CdataSource_8-0%3A386&page=Indicator-Overview,WUP  ,Urbanization 
Percentage of the population age 15+ that is literate,https://pdp.unfpa.org/?data_id=dataSource_8-3%3A6%2B7%2B8%2CdataSource_8-2%3A7%2B6%2B1%2B4%2B5%2B2%2B3%2B8%2B32%2B31%2B26%2B28%2CdataSource_8-0%3A386&page=Indicator-Overview,IPUMS  ,Literacy 
Percentage of the population age 25-64 that is literate,https://pdp.unfpa.org/?data_id=dataSource_8-3%3A6%2B7%2B8%2CdataSource_8-2%3A7%2B6%2B1%2B4%2B5%2B2%2B3%2B8%2B32%2B31%2B26%2B28%2CdataSource_8-0%3A386&page=Indicator-Overview,IPUMS  ,Literacy 
Percentage of the population age 65+ that is literate,https://pdp.unfpa.org/?data_id=dataSource_8-3%3A6%2B7%2B8%2CdataSource_8-2%3A7%2B6%2B1%2B4%2B5%2B2%2B3%2B8%2B32%2B31%2B26%2B28%2CdataSource_8-0%3A386&page=Indicator-Overview,IPUMS  ,Literacy 
Percentage of women age 15-49 with a live birth in the past 12 months,https://pdp.unfpa.org/?data_id=dataSource_8-3%3A6%2B7%2B8%2CdataSource_8-2%3A7%2B6%2B1%2B4%2B5%2B2%2B3%2B8%2B32%2B31%2B26%2B28%2CdataSource_8-0%3A386&page=Indicator-Overview,IPUMS  ,Fertility 
Percentage of women aged 20 to 24 who gave first birth before age 15,https://pdp.unfpa.org/?data_id=dataSource_8-3%3A6%2B7%2B8%2CdataSource_8-2%3A7%2B6%2B1%2B4%2B5%2B2%2B3%2B8%2B32%2B31%2B26%2B28%2CdataSource_8-0%3A386&page=Indicator-Overview,"AIS, DHS, MIS  ",Maternal and newborn health 
Percentage of women aged 20 to 24 who gave first birth before age 18,https://pdp.unfpa.org/?data_id=dataSource_8-3%3A6%2B7%2B8%2CdataSource_8-2%3A7%2B6%2B1%2B4%2B5%2B2%2B3%2B8%2B32%2B31%2B26%2B28%2CdataSource_8-0%3A386&page=Indicator-Overview,"AIS, DHS, MIS  ",Maternal and newborn health 
"Percent distribution of women age 15 to 49 that have undergone female genital mutilation, by a doctor",https://pdp.unfpa.org/?data_id=dataSource_8-3%3A6%2B7%2B8%2CdataSource_8-2%3A7%2B6%2B1%2B4%2B5%2B2%2B3%2B8%2B32%2B31%2B26%2B28%2CdataSource_8-0%3A386&page=Indicator-Overview,DHS  ,Female genital mutilation 
"Percent distribution of women age 15 to 49 that have undergone female genital mutilation, by a medical professional",https://pdp.unfpa.org/?data_id=dataSource_8-3%3A6%2B7%2B8%2CdataSource_8-2%3A7%2B6%2B1%2B4%2B5%2B2%2B3%2B8%2B32%2B31%2B26%2B28%2CdataSource_8-0%3A386&page=Indicator-Overview,DHS  ,Female genital mutilation 
